company,address,address2,city,state,scf,zip,zip4,mailscore,sic1code,sic1,sic2code,sic2,sic3code,sic3,sic4code,sic4
COOL DVDZ,150 KAELELOI PL,,HONOLULU,HI,968,96821,2400,4,59429905,COMIC BOOKS,,,,,,
SYZYGY COMICS,190 KEAWE ST STE 12,,HILO,HI,967,96720,2849,3,59429905,COMIC BOOKS,,,,,,
COLLECTOR MANIACS,3571 WAIALAE AVE STE 102A,,HONOLULU,HI,968,96816,2779,3,59429905,COMIC BOOKS,78410000,VIDEO TAPE RENTAL,59450201,,57350100,"VIDEO DISCS AND TAPES, PRERECORDED"
JUST FOR FUN,4510 SALT LAKE BLVD,,HONOLULU,HI,968,96818,3153,4,39990809,MINIATURES,59429905,COMIC BOOKS,,,,
ICM INC,6742 KUAMOO RD,,KAPAA,HI,967,96746,8336,4,51929905,COMIC BOOKS,,,,,,
SECOND ACT COMICS & GAMES,109 E MAIN ST,,OTTUMWA,IA,525,52501,2915,3,59429905,COMIC BOOKS,,,,,,
HAMBLIN COMICS,1235 MAIN ST,,JESUP,IA,506,50648,1013,3,59429905,COMIC BOOKS,,,,,,
COMICS IN ACTION LLC,1473 2ND ST,,CORALVILLE,IA,522,52241,1829,3,59429905,COMIC BOOKS,,,,,,
ACME COMICS AND COLLECTIBLES I,1622 PIERCE ST,,SIOUX CITY,IA,511,51105,1167,3,59429905,COMIC BOOKS,,,,,,
CORE,1926 VALLEY PARK DR,,CEDAR FALLS,IA,506,50613,4444,3,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59990000,"MISCELLANEOUS RETAIL STORES, NEC",,
RAINBOW SPORTS CARDS,2001 HAMILTON BLVD STE C,,SIOUX CITY,IA,511,51104,4142,3,59479903,,59429905,COMIC BOOKS,59999900,,,
DAYDREAMS COMICS,21 S DUBUQUE ST,,IOWA CITY,IA,522,52240,3902,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
LIMITED EDITION COMICS,2225 COLLEGE ST,,CEDAR FALLS,IA,506,50613,3621,3,59429905,COMIC BOOKS,,,,,,
COMIC WORLD & GAMES,2300 JOHN F KENNEDY RD STE 3,,DUBUQUE,IA,520,52002,2843,3,59429905,COMIC BOOKS,,,,,,
RICHS SPORTSCARDS COMICS,2326 E PLEASANT ST,,DAVENPORT,IA,528,52803,2326,3,59429905,COMIC BOOKS,,,,,,
MIDWEST COLLECTABLES,2334 SPRUCE HILLS DR,,BETTENDORF,IA,527,52722,2382,4,59429905,COMIC BOOKS,,,,,,
K & J NONSPORTS CARDS,2464 OTTER HILLS LN,,OSKALOOSA,IA,525,52577,9164,3,59429905,COMIC BOOKS,,,,,,
MAYHEM COLLECTIBLES INC,2532 LINCOLN WAY,,AMES,IA,500,50014,7218,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
CUP O'KRYPTONITE,2608 BEAVER AVE,,DES MOINES,IA,503,50310,3908,3,59429905,COMIC BOOKS,54990200,BEVERAGE STORES,54990201,COFFEE,58120000,EATING PLACES
RODMAN COMICS,318 S ANKENY BLVD,,ANKENY,IA,500,50023,3127,3,59429905,COMIC BOOKS,,,,,,
AWESM1 COMICS AND MORE,320 HAWKEYE ST,,BURLINGTON,IA,526,52601,5140,3,59429905,COMIC BOOKS,,,,,,
ALTER EGO COMICS,331 7TH AVE,,MARION,IA,523,52302,5726,3,59429905,COMIC BOOKS,,,,,,
WARREN DETTMAN,411 MOUNT VERNON DR,,COUNCIL BLFS,IA,515,51503,213,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
OLD CURMUDGEON COMICS LLC,4720 MORTENSEN RD STE 109,,AMES,IA,500,50014,5534,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
IOWA COMIC BOOK CLUB INC,4882 WISTFUL VISTA DR,,WEST DES MOINES,IA,502,50265,2001,3,51929905,COMIC BOOKS,59999900,,79410000,"SPORTS CLUBS, MANAGERS, AND PROMOTERS",,
MAJESTIC COMICS LTD,5048 NW 2ND ST,,DES MOINES,IA,503,50313,1702,3,59429905,COMIC BOOKS,,,,,,
RODMAN COMICS INC,609 NE 7TH ST,,GRIMES,IA,501,50111,2109,3,59429905,COMIC BOOKS,,,,,,
MAJESTIC COMIC & COIN,709 LAKE AVE,,STORM LAKE,IA,505,50588,1853,3,59429905,COMIC BOOKS,59990501,COINS,,,,
515COMICS LLC,7713 DELLWOOD DR,,URBANDALE,IA,503,50322,4127,3,59429905,COMIC BOOKS,,,,,,
SILVER CARD,PO BOX 219,,HUXLEY,IA,501,50124,219,3,59479901,GREETING CARDS,59429905,COMIC BOOKS,,,,
CAPTAIN COMICS,2095 E 17TH ST,,IDAHO FALLS,ID,834,83404,6480,3,59429905,COMIC BOOKS,59479903,,,,,
OUTLAND COMICS,2095 E 17TH ST,,IDAHO FALLS,ID,834,83404,6480,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,,,
SILVER TALON COMICS CARDS,2771 ORCHARD LN,,EMMETT,ID,836,83617,9575,3,59429905,COMIC BOOKS,,,,,,
TOYS IN THE ATTIC,3151 N DALTON LN,,BOISE,ID,837,83704,5528,3,59429905,COMIC BOOKS,,,,,,
LIGHTNING COMICS INC,411 W HAYCRAFT AVE # C1,,COEUR D ALENE,ID,838,83815,8105,4,59429905,COMIC BOOKS,,,,,,
COMIC BOOK CO,7011 W FAIRVIEW AVE,,BOISE,ID,837,83704,8506,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
OUTLAND COMICS LLC,706 CEDAR RIDGE DR,,IDAHO FALLS,ID,834,83404,7282,3,59429905,COMIC BOOKS,59420000,BOOK STORES,27210000,PERIODICALS,,
CAPTAIN COMICS INC,710 S VISTA AVE,,BOISE,ID,837,83705,1713,3,59429905,COMIC BOOKS,,,,,,
KING'S KOMIX KASTLE,716 W LINDEN ST,,BOISE,ID,837,83706,4704,3,59320000,USED MERCHANDISE STORES,59429905,COMIC BOOKS,,,,
COMIC SERVICE,1000 E STANFORD AVE,,SPRINGFIELD,IL,627,62703,3943,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
HEROIC ADVENTURES,1005 CENTURY DR,,EDWARDSVILLE,IL,620,62025,3772,3,59429905,COMIC BOOKS,,,,,,
MIDGARD COMICS,102 W LINCOLN AVE STE 2,,CHARLESTON,IL,619,61920,3084,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
VINTAGE VILLAINS,103 N VERMILION ST,,DANVILLE,IL,618,61832,4708,3,59429905,COMIC BOOKS,,,,,,
DREAMLAND COMICS II,105 W ROCKLAND RD,,LIBERTYVILLE,IL,600,60048,2709,3,59429905,COMIC BOOKS,,,,,,
ALL AMERICAN COMIC SHOP,10510 S ROBERTS RD,,PALOS HILLS,IL,604,60465,1934,3,59429905,COMIC BOOKS,,,,,,
ONE STOP COMICS,111 S RIDGELAND AVE,,OAK PARK,IL,603,60302,2919,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
SKEPTIC COMICS,1111 BURLINGTON AVE,,LISLE,IL,605,60532,5503,4,59429905,COMIC BOOKS,,,,,,
FANTASY BOOK INC,1113 E MAIN ST,,BELLEVILLE,IL,622,62220,3909,3,59429905,COMIC BOOKS,,,,,,
UNSHAVEN COMICS LLC,1118 191ST ST,,HOMEWOOD,IL,604,60430,4411,3,59429905,COMIC BOOKS,,,,,,
SYDWAYZ COMIX,112 S PRAIRIE ST,,BETHALTO,IL,620,62010,1522,3,59429905,COMIC BOOKS,,,,,,
RAVOR COMICS,1129 N SALEM DR,,SCHAUMBURG,IL,601,60194,1332,3,59429905,COMIC BOOKS,,,,,,
FIRST AID COMICS,1142 W TAYLOR ST,,CHICAGO,IL,606,60607,4213,3,59429905,COMIC BOOKS,,,,,,
COMIX REVOLUTION,115 W CENTRAL RD,,MT PROSPECT,IL,600,60056,2431,3,59429905,COMIC BOOKS,,,,,,
ACME COMICS,115 W NORTH ST,,NORMAL,IL,617,61761,2531,3,59429905,COMIC BOOKS,,,,,,
ODYSSEY COMICS,118 E SAINT LOUIS ST,,LEBANON,IL,622,62254,1667,3,59429905,COMIC BOOKS,,,,,,
MODERN AGE COMICS,1180 DUNDEE AVE,,ELGIN,IL,601,60120,2263,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS,120 N BOLINGBROOK DR,,BOLINGBROOK,IL,604,60440,2350,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS,1207 BUTTERFIELD RD,,WHEATON,IL,601,60189,8809,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS LTD,1271 RICKERT DR STE 135,,NAPERVILLE,IL,605,60540,8927,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,,,,
SILVER DOLLAR,130 N MONROE ST,,PITTSFIELD,IL,623,62363,1427,3,59429905,COMIC BOOKS,,,,,,
GOTHAM CITY LTD,14 SUSSEX CT,,LK IN THE HLS,IL,601,60156,6257,3,59470104,GIFT SHOP,59429905,COMIC BOOKS,59479903,,59999900,
PREMIER COMICS,1400 MISSOURI AVE,,E SAINT LOUIS,IL,622,62201,3113,4,59429905,COMIC BOOKS,,,,,,
DINJAS COMIC BOOK APPRAISALS,14033 ASHWIN LN,,POPLAR GROVE,IL,610,61065,7500,3,51929905,COMIC BOOKS,,,,,,
ALLEY-CAT COMICS LLC,1409 W ARGYLE ST,,CHICAGO,IL,606,60640,3502,3,59429905,COMIC BOOKS,,,,,,
FIRST AID COMICS,1459 E 53RD ST,,CHICAGO,IL,606,60615,4524,4,59429905,COMIC BOOKS,,,,,,
COMIC VAULT,1528 W MONTROSE AVE,,CHICAGO,IL,606,60613,1212,3,59429905,COMIC BOOKS,50870000,SERVICE ESTABLISHMENT EQUIPMENT,,,,
FIRST AID COMICS,1617 E 55TH ST,,CHICAGO,IL,606,60615,5803,3,59429905,COMIC BOOKS,,,,,,
BRAINSTORM,1648 W NORTH AVE STE FRNT,,CHICAGO,IL,606,60622,2329,3,59429905,COMIC BOOKS,,,,,,
HERO HEADQUARTERS LLC,174 MCHENRY RD,,BUFFALO GROVE,IL,600,60089,1767,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,,,
ZONE COMICS,18107 DIXIE HWY,,HOMEWOOD,IL,604,60430,2233,4,59429905,COMIC BOOKS,,,,,,
READER'S WORLD,1830 ADLAI STEVENSON DR,,SPRINGFIELD,IL,627,62703,4233,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",59630303,"MAGAZINE SUBSCRIPTIONS, HOUSE-TO-HOUSE",59949901,MAGAZINE STAND
TOP CUT COMICS LLC,1846 MAPLE GLEN DR,,PLAINFIELD,IL,605,60586,6619,3,59429905,COMIC BOOKS,,,,,,
CHIMERA'S COMICS CO,19 S LA GRANGE RD LOWR,,LA GRANGE,IL,605,60525,6337,3,59429905,COMIC BOOKS,,,,,,
RAY'S MINI VIDEO,19 W CONTI PKWY,,ELMWOOD PARK,IL,607,60707,4505,3,78410000,VIDEO TAPE RENTAL,59429905,COMIC BOOKS,,,,
FANTASY BOOKS,1977 W US HIGHWAY 50,,FAIRVIEW HTS,IL,622,62208,2927,3,59420000,BOOK STORES,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
AMAZING FANTASY BOOKS & COMICS,20523 S LA GRANGE RD,,FRANKFORT,IL,604,60423,1345,3,51929905,COMIC BOOKS,,,,,,
JOURNEY COMICS,206 N LAFAYETTE ST,,MACOMB,IL,614,61455,2206,3,59429905,COMIC BOOKS,,,,,,
CASTLE PERILOUS GAMES,207 W MAIN ST,,CARBONDALE,IL,629,62901,2919,3,59429905,COMIC BOOKS,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,
HOBBY HORSE-EMMERLINGS,208 W MARKET ST,,TAYLORVILLE,IL,625,62568,2233,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,59429905,COMIC BOOKS,,
QUINT ESSENTIAL COMICS,2101 BLOOMINGDALE RD,,GLENDALE HEIGHTS,IL,601,60139,1311,4,59429905,COMIC BOOKS,59999900,,,,,
TOO MANY COMICS,2103 BLOOMINGDALE RD STE C,,GLENDALE HTS,IL,601,60139,1310,3,59429905,COMIC BOOKS,,,,,,
INFERNO COMIC STORES,212 S CATALINA DR,,ROUND LK BCH,IL,600,60073,8145,3,59429905,COMIC BOOKS,59990000,"MISCELLANEOUS RETAIL STORES, NEC",,,,
UNICORN COMICS & CARDS,216 S VILLA AVE,,VILLA PARK,IL,601,60181,2656,3,59479901,GREETING CARDS,59429905,COMIC BOOKS,,,,
BIZARRO BOOKING,2209 W NORTH AVE,,CHICAGO,IL,606,60647,6084,4,51929905,COMIC BOOKS,,,,,,
THE TENTH PLANET COMICS GAMING,22113 GOVERNORS HWY,,RICHTON PARK,IL,604,60471,1249,3,59429905,COMIC BOOKS,,,,,,
MELLOW BLUE PLANET,2212 5TH AVE,,ROCK ISLAND,IL,612,61201,8908,3,59429905,COMIC BOOKS,,,,,,
ACME BOOKS & COMICS,2218 W GLEN AVE STE A,,PEORIA,IL,616,61614,4563,3,59429905,COMIC BOOKS,,,,,,
COLLECTORS WORLD,2218 W GLEN AVE STE A,,PEORIA,IL,616,61614,4563,3,59479903,,59429905,COMIC BOOKS,,,,
WINDY CITY COMICS,2235 N NATCHEZ AVE,,CHICAGO,IL,607,60707,3425,3,59429905,COMIC BOOKS,,,,,,
INK & FEATHERS COMICS,22979 N BOWMAN AVE,,DANVILLE,IL,618,61834,6260,3,59429905,COMIC BOOKS,,,,,,
ELSEWHERE COMICS & COLLECTIBLE,2361 VERMONT ST,,BLUE ISLAND,IL,604,60406,2422,3,59429905,COMIC BOOKS,,,,,,
HELLFIRE COMIC'S INC,240 CHICAGO RIDGE MALL,,CHICAGO RIDGE,IL,604,60415,2636,3,59429905,COMIC BOOKS,,,,,,
CRYPTIC LEGENDS COMICS,2423 WASHINGTON ST,,WAUKEGAN,IL,600,60085,5064,3,59429905,COMIC BOOKS,,,,,,
AAALWAYS BUYING OLDER COMICS,25 E WASHINGTON ST,,CHICAGO,IL,606,60602,1708,4,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,5932,USED MERCHANDISE STORES,,
MORE THAN JUST COMICS,2649 W DIVISION ST,,CHICAGO,IL,606,60622,2851,3,51929905,COMIC BOOKS,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",59999900,
UNDER COVER COMICS,284 EAGLE RDG,,O FALLON,IL,622,62269,1928,3,59429905,COMIC BOOKS,,,,,,
RICHARD W BAIRD DVM,28433 N 900 AVE,,KEWANEE,IL,614,61443,8710,3,59429905,COMIC BOOKS,,,,,,
B C COLLECTIBLES,2917 N VERMILION ST STE C50,,DANVILLE,IL,618,61832,8710,3,59429905,COMIC BOOKS,59479903,,,,,
TIM'S CORNER,2963 14TH AVE,,ROCK ISLAND,IL,612,61201,2882,3,59429905,COMIC BOOKS,,,,,,
JCS CARDS COMICS,3021 183RD ST,,HOMEWOOD,IL,604,60430,2804,3,59429905,COMIC BOOKS,,,,,,
BEAVERS CARDS & COMICS,3023 KENNEDY DR,,EAST MOLINE,IL,612,61244,3020,3,59479903,,59429905,COMIC BOOKS,,,,
WINDY CITY COMICS,305 E NORTH AVE,,NORTHLAKE,IL,601,60164,2628,3,59429905,COMIC BOOKS,,,,,,
ALTERNATE REALITY,3149 W 111TH ST,,CHICAGO,IL,606,60655,2205,3,59429905,COMIC BOOKS,59450201,,27520201,"ADVERTISING POSTERS, LITHOGRAPHED",59450200,TOYS AND GAMES
GRAHAM CRACKERS COMICS,3162 N BROADWAY ST,,CHICAGO,IL,606,60657,4509,3,59429905,COMIC BOOKS,,,,,,
COMIC COLLECTOR,3246 HARLEM AVE,,RIVERSIDE,IL,605,60546,2069,3,59429905,COMIC BOOKS,,,,,,
COMICS FLUX,327 FIELDCREST CT,,NORMAL,IL,617,61761,6252,3,59429905,COMIC BOOKS,,,,,,
SORENSON VIDEO RELAY SVC,327 FIELDCREST CT,,NORMAL,IL,617,61761,6252,3,59429905,COMIC BOOKS,,,,,,
GOT COMICS INC,330 E ARMY TRAIL RD,,GLENDALE HTS,IL,601,60139,1757,3,59429905,COMIC BOOKS,,,,,,
COMICS RICKS AND CARDS,3318 S HALSTED ST,,CHICAGO,IL,606,60608,6706,3,59429905,COMIC BOOKS,,,,,,
BRIDGEPORT COMICS & GAMES,3323 S HALSTED ST,,CHICAGO,IL,606,60608,6866,4,59429905,COMIC BOOKS,,,,,,
JAY'S COMICS,34161 N US HIGHWAY 45,,THIRD LAKE,IL,600,60030,1715,3,59429905,COMIC BOOKS,,,,,,
STAND UP & COMICS,3427 RIDGE RD,,LANSING,IL,604,60438,3101,3,59429905,COMIC BOOKS,,,,,,
TWILIGHT COMICS,3760 GREEN MOUNT CROSSING DR,,SHILOH,IL,622,62269,7293,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,,,
AL & ANN'S COLLECTIBLES,3819 MAIN ST,,MCHENRY,IL,600,60050,5240,3,59429905,COMIC BOOKS,59479903,,,,,
H H CARDS COMICS,384 STREAMSIDE DR,,HARVEY,IL,604,60426,1259,3,59429905,COMIC BOOKS,,,,,,
COMIX GALLERY,405 LINDEN AVE,,WILMETTE,IL,600,60091,2844,3,59429905,COMIC BOOKS,,,,,,
WINDY CITY COMICS,4051 N MILWAUKEE AVE,,CHICAGO,IL,606,60641,1834,3,59429905,COMIC BOOKS,,,,,,
OORT CLOUD COMICS LLC,431 S BERKLEY AVE,,ELMHURST,IL,601,60126,3748,3,59429905,COMIC BOOKS,,,,,,
HAVE FUN COLLECTIBLES,4327 AVENUE OF THE CITIES,,MOLINE,IL,612,61265,4547,3,51929905,COMIC BOOKS,,,,,,
G-MART,44 E MAIN ST STE 103,,CHAMPAIGN,IL,618,61820,3686,3,59429905,COMIC BOOKS,,,,,,
VARIETY COMIC BOOK STORE,4602 N WESTERN AVE,,CHICAGO,IL,606,60625,2023,3,59429905,COMIC BOOKS,,,,,,
ATLAS COMICS INC,4825 N MASON AVE STE 104,,CHICAGO,IL,606,60630,3170,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
UNDERDARK COMICS & GAMES,508 S 9TH ST,,QUINCY,IL,623,62301,4914,3,59429905,COMIC BOOKS,50440200,COPYING EQUIPMENT,,,,
KENZER & CO,511 W GREENWOOD AVE,,WAUKEGAN,IL,600,60087,5102,3,27419900,,59429905,COMIC BOOKS,73720000,PREPACKAGED SOFTWARE,27210000,PERIODICALS
COMIC CAVALCADE,515 N CENTURY BLVD,,RANTOUL,IL,618,61866,1501,3,59429905,COMIC BOOKS,,,,,,
KEITH'S KOMIX INC,528 S ROSELLE RD,,SCHAUMBURG,IL,601,60193,2926,3,59429905,COMIC BOOKS,,,,,,
FACE COMICS,529 NASSAU AVE,,BOLINGBROOK,IL,604,60440,2135,3,59429905,COMIC BOOKS,,,,,,
ALLEYCAT COMICS,5304 N CLARK ST,,CHICAGO,IL,606,60640,2114,3,59429905,COMIC BOOKS,,,,,,
CHIMERA'S COMICS,5307 W 95TH ST,,OAK LAWN,IL,604,60453,2444,3,59429905,COMIC BOOKS,,,,,,
INTNTL COMIC ARTS ASSOC,533 JOHNSON AVE,,MORRIS,IL,604,60450,1310,3,59429905,COMIC BOOKS,,,,,,
IRON CIRCUS COMICS,537 S DEARBORN ST,,CHICAGO,IL,606,60605,1520,4,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS,5443 N BROADWAY ST,,CHICAGO,IL,606,60640,1703,3,59429905,COMIC BOOKS,,,,,,
DARK DOOR COMICS LLC,55 W MONROE ST STE 1700,,CHICAGO,IL,606,60603,5125,3,59429905,COMIC BOOKS,,,,,,
TOP CUT COMICS LLC,5600 N 2ND ST,,LOVES PARK,IL,611,61111,4602,3,59429905,COMIC BOOKS,,,,,,
ONE STOP COMICS,5734 W BELMONT AVE,,CHICAGO,IL,606,60634,5208,3,59429905,COMIC BOOKS,,,,,,
RBI SPORTS CARDS,5906 W 87TH ST,,BURBANK,IL,604,60459,2523,3,59479903,,59429905,COMIC BOOKS,,,,
CRAIG ELLIOTT RICH 3RD,5920 DEMPSTER ST STE 100,,MORTON GROVE,IL,600,60053,3015,3,59429905,COMIC BOOKS,,,,,,
RECORD DUGOUT COMICS,6055 W 63RD ST,,CHICAGO,IL,606,60638,4317,3,59420000,BOOK STORES,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,59999900,
COMIX REVOLUTION INC,606 DAVIS ST,,EVANSTON,IL,602,60201,4419,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS,610 S RANDALL RD,,ST CHARLES,IL,601,60174,1567,3,59429905,COMIC BOOKS,,,,,,
THIRD COAST COMICS,6234 N BROADWAY ST STE 1,,CHICAGO,IL,606,60660,1977,3,59429905,COMIC BOOKS,,,,,,
R R ENTERPRISES,6323 W ADDISON ST,,CHICAGO,IL,606,60634,4002,3,59429905,COMIC BOOKS,,,,,,
LARRYS BOOKSTORE,6334 N OAKLEY AVE,,CHICAGO,IL,606,60659,2255,4,59429905,COMIC BOOKS,,,,,,
WAPPIN COMICS INC,642 S CLARK ST,,CHICAGO,IL,606,60605,1724,4,59429905,COMIC BOOKS,,,,,,
BEST SELLERS,6509 W 127TH ST,,PALOS HEIGHTS,IL,604,60463,2249,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",59479903,,,
VIKINGS CLOSET LTD,6630 N NORTHWEST HWY,,CHICAGO,IL,606,60631,1301,3,59429905,COMIC BOOKS,,,,,,
COLLECT A CARD&COMICS,6810 W ARCHER AVE,,CHICAGO,IL,606,60638,2312,3,59429905,COMIC BOOKS,59479903,,,,,
EVIL SQUIRREL CORP,6928 N GLENWOOD AVE,,CHICAGO,IL,606,60626,3412,3,59429905,COMIC BOOKS,,,,,,
TNT COMICS & COLLECTIBLES,7166 EDGEBROOK LN,,HANOVER PARK,IL,601,60133,3749,3,59429905,COMIC BOOKS,,,,,,
DEFIANT COMICS,7234 MADISON ST STE 5,,FOREST PARK,IL,601,60130,1739,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS LTD,77 E MADISON ST,,CHICAGO,IL,606,60602,4802,3,51929905,COMIC BOOKS,,,,,,
MURTZ COMICS INC,778 56TH PL,,CLARENDON HILLS,IL,605,60514,1539,3,59429905,COMIC BOOKS,,,,,,
JEFF'S CORNER,805 W MAIN ST,,GENESEO,IL,612,61254,1505,3,59429905,COMIC BOOKS,78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC,,,,
CAMPUS COMICS,816 E MAIN ST STE B,,CARBONDALE,IL,629,62901,3143,3,59429905,COMIC BOOKS,,,,,,
SNAKEMANS NOVELTIES,817 KENTUCKY ST,,QUINCY,IL,623,62301,4117,3,59429905,COMIC BOOKS,59479903,,59991103,PET SUPPLIES,59479903,
METROPOLIS COMICS,821 1ST ST,,LA SALLE,IL,613,61301,2507,3,59429905,COMIC BOOKS,,,,,,
MOKENA S COMICS CARDS,8530 W 101ST TER APT 206,,PALOS HILLS,IL,604,60465,1344,3,59429905,COMIC BOOKS,,,,,,
GRAHAM CRACKERS COMICS,901 LUCINDA AVE STE R,,DEKALB,IL,601,60115,2100,1,59429905,COMIC BOOKS,,,,,,
CODY'S COMIC SHACK,929 S ALPINE RD,,ROCKFORD,IL,611,61108,3960,4,59429905,COMIC BOOKS,,,,,,
TENTH PLANET,9513 S CICERO AVE,,OAK LAWN,IL,604,60453,3136,3,59429905,COMIC BOOKS,59479903,,59999900,,59320300,"BOOK STORES, SECONDHAND"
TENTH PLANET,9736 SOUTHWEST HWY,,OAK LAWN,IL,604,60453,3615,3,59429905,COMIC BOOKS,,,,,,
FAT DUTCHIE'S COMICS,980 EVANSTON TER,,LAKE ZURICH,IL,600,60047,2130,3,59429905,COMIC BOOKS,,,,,,
M & M NEWS AGENCY,PO BOX 1129,,LA SALLE,IL,613,61301,3129,3,51929901,BOOKS,51929902,MAGAZINES,51929905,COMIC BOOKS,,
INDEPENDENCE COMICS & CARDS,PO BOX 18021,,CHICAGO,IL,606,60618,21,3,59429905,COMIC BOOKS,,,,,,
COMICS ARE COOL,1000 S MORGANTOWN RD,,GREENWOOD,IN,461,46143,8851,3,59429905,COMIC BOOKS,,,,,,
S & S SPORT SPOT,1015 E COLISEUM BLVD,,FORT WAYNE,IN,468,46805,1330,3,59470105,NOVELTIES,59429905,COMIC BOOKS,,,,
MAIN CARD SUPPLY,107 1/2 W WABASH ST,,BLUFFTON,IN,467,46714,2034,3,59429905,COMIC BOOKS,59990000,"MISCELLANEOUS RETAIL STORES, NEC",,,,
ALTER EGO COMICS,111 E ADAMS ST,,MUNCIE,IN,473,47305,2402,3,59429905,COMIC BOOKS,,,,,,
COMICSPRICEGUIDE COM,1111 WINTON AVE,,INDIANAPOLIS,IN,462,46224,6951,3,59429905,COMIC BOOKS,,,,,,
HERO HOUSE,1112 PROSPECT ST,,INDIANAPOLIS,IN,462,46203,1935,3,51929905,COMIC BOOKS,,,,,,
COMICS CUBED,121 E SYCAMORE ST,,KOKOMO,IN,469,46901,4635,3,59429905,COMIC BOOKS,,,,,,
GOLF COVER COMIC BOOKS,1231 BEVERLY DR,,UNION CITY,IN,473,47390,9430,3,51929905,COMIC BOOKS,,,,,,
JUNIOR ' S,1303 S HEATON ST,,KNOX,IN,465,46534,2313,3,59470104,GIFT SHOP,59429905,COMIC BOOKS,,,,
GALACTIC GREG'S,1407 LINCOLNWAY,,VALPARAISO,IN,463,46383,5825,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
HOMETOWN COMICS,1506 N STATE ST,,GREENFIELD,IN,461,46140,1060,3,59429905,COMIC BOOKS,,,,,,
AMAZING FANTASY BOOKS & COMICS,1926 N MAIN ST,,CROWN POINT,IN,463,46307,2340,1,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
ASH COMICS & SHOWS,1947 BECHTEL RD,,INDIANAPOLIS,IN,462,46260,1501,3,59429905,COMIC BOOKS,,,,,,
GRINNING GOBLIN COMICS & GAMES,200 CROSS COUNTY PLZ,,BATESVILLE,IN,470,47006,8914,3,59429905,COMIC BOOKS,,,,,,
CASTLE COMICS & CARDS,2133 S 4TH ST,,LAFAYETTE,IN,479,47905,2137,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
BOB'S COMIC CASTLE,2150 W WHITE RIVER BLVD,,MUNCIE,IN,473,47303,5237,4,59429905,COMIC BOOKS,,,,,,
CREATIVE COMICS,216 E MAIN ST,,GRIFFITH,IN,463,46319,2246,3,59429905,COMIC BOOKS,,,,,,
DANGER ROOM GAMES & COMICS,2213 S SCATTERFIELD RD,,ANDERSON,IN,460,46016,2172,4,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
BLUE MOON COMIC STRIKES BACK,2405 S EARL AVE,,LAFAYETTE,IN,479,47905,2257,3,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,,,
CORUSCANT COMICSGAMIN,2837 38TH ST,,HIGHLAND,IN,463,46322,1951,3,59429905,COMIC BOOKS,,,,,,
INDIANA MUSIC HALL FAME INC,2882 S COMER RD,,SCOTTSBURG,IN,471,47170,7445,3,59429905,COMIC BOOKS,,,,,,
